"Sample.ID","NCBI.accession","Sample.collection.date","Host.species","Region","Province","Municipality","Barangay","Location","source","corrected_date","decimal_date"
"RV/R3.PHL/2013/TRa-464","LC018581","2013","Canis lupus familiaris","III","Bulacan",NA,NA,"III, Bulacan","rabv-glue",2013-01-01,2013
"RV/R3.PHL/2013/TRa-465","LC018582","2013","Canis lupus familiaris","III","Nueva Ecija",NA,NA,"III, Nueva Ecija","rabv-glue",2013-01-01,2013
"RV/R3.PHL/2013/TRa-466","LC018583","2013","Canis lupus familiaris","III","Nueva Ecija",NA,NA,"III, Nueva Ecija","rabv-glue",2013-01-01,2013
"RV/R4B.PHL/2013/TRa-486","LC018584","2013","Canis lupus familiaris","IV-B","Palawan",NA,NA,"IV-B, Palawan","rabv-glue",2013-01-01,2013
"RV/R4B.PHL/2013/TRa-487","LC018585","2013","Canis lupus familiaris","IV-B","Palawan",NA,NA,"IV-B, Palawan","rabv-glue",2013-01-01,2013
"RV/CAR.PHL/2013/TRa-500","LC018586","2013","Canis lupus familiaris","CAR","Mountain Province",NA,NA,"CAR, Mountain Province","rabv-glue",2013-01-01,2013
"RV/R2.PHL/2013/TRa-503","LC018587","2013","Canis lupus familiaris","II","Nueva Vizcaya",NA,NA,"II, Nueva Vizcaya","rabv-glue",2013-01-01,2013
"RV/R2.PHL/2013/TRa-504","LC018588","2013","Canis lupus familiaris","II","Nueva Vizcaya",NA,NA,"II, Nueva Vizcaya","rabv-glue",2013-01-01,2013
"RV/R2.PHL/2013/TRa-505","LC018589","2013","Canis lupus familiaris","II","Isabela",NA,NA,"II, Isabela","rabv-glue",2013-01-01,2013
"RV/R2.PHL/2013/TRa-506","LC018590","2013","Canis lupus familiaris","II","Cagayan",NA,NA,"II, Cagayan","rabv-glue",2013-01-01,2013
"RV/R2.PHL/2013/TRa-507","LC018591","2013","Canis lupus familiaris","CAR","Kalinga Apayao",NA,NA,"CAR, Kalinga Apayao","rabv-glue",2013-01-01,2013
"RV/R1.PHL/2010/TRa-299","LC018592","2010","Canis lupus familiaris","I","Pangasinan",NA,NA,"I, Pangasinan","rabv-glue",2010-01-01,2010
"RV/R3.PHL/2012/TRa-308","LC018593","2012","Canis lupus familiaris","III","Bulacan",NA,NA,"III, Bulacan","rabv-glue",2012-01-01,2012
"RV/R3.PHL/2012/TRa-310","LC018594","2012","Canis lupus familiaris","III","Bulacan",NA,NA,"III, Bulacan","rabv-glue",2012-01-01,2012
"RV/R3.PHL/2012/TRa-311","LC018595","2012","Canis lupus familiaris","III","Bulacan",NA,NA,"III, Bulacan","rabv-glue",2012-01-01,2012
"RV/R3.PHL/2013/TRa-313","LC018596","2012","Canis lupus familiaris","III","Bulacan",NA,NA,"III, Bulacan","rabv-glue",2012-01-01,2012
"RV/R3.PHL/2012/TRa-315","LC018597","2012","Canis lupus familiaris","III","Bulacan",NA,NA,"III, Bulacan","rabv-glue",2012-01-01,2012
"RV/R3.PHL/2012/TRa-317","LC018598","2012","Canis lupus familiaris","III","Bulacan",NA,NA,"III, Bulacan","rabv-glue",2012-01-01,2012
"RV/R3.PHL/2012/TRa-318","LC018599","2012","Canis lupus familiaris","III","Bulacan",NA,NA,"III, Bulacan","rabv-glue",2012-01-01,2012
"RV/R3.PHL/2013/TRa-346","LC018600","2013","Canis lupus familiaris","III","Pampanga",NA,NA,"III, Pampanga","rabv-glue",2013-01-01,2013
"RV/R3.PHL/2013/TRa-350","LC018601","2013","Canis lupus familiaris","III","Bulacan",NA,NA,"III, Bulacan","rabv-glue",2013-01-01,2013
"RV/R3.PHL/2013/TRa-351","LC018602","2013","Canis lupus familiaris","III","Bulacan",NA,NA,"III, Bulacan","rabv-glue",2013-01-01,2013
"RV/R3.PHL/2013/TRa-352","LC018603","2013","Canis lupus familiaris","III","Bulacan",NA,NA,"III, Bulacan","rabv-glue",2013-01-01,2013
"RV/R3.PHL/2013/TRa-353","LC018604","2013","Canis lupus familiaris","III","Bulacan",NA,NA,"III, Bulacan","rabv-glue",2013-01-01,2013
"RV/R3.PHL/2013/TRa-354","LC018605","2013","Canis lupus familiaris","III","Bulacan",NA,NA,"III, Bulacan","rabv-glue",2013-01-01,2013
"RV/R4B.PHL/2011/TRa-392","LC018606","2011","Canis lupus familiaris","IV-B","Romblon",NA,NA,"IV-B, Romblon","rabv-glue",2011-01-01,2011
"RV/R4B.PHL/2011/TRa-394","LC018607","2011","Canis lupus familiaris","IV-B","Romblon",NA,NA,"IV-B, Romblon","rabv-glue",2011-01-01,2011
"RV/R4B.PHL/2011/TRa-396","LC018608","2011","Canis lupus familiaris","IV-B","Romblon",NA,NA,"IV-B, Romblon","rabv-glue",2011-01-01,2011
"RV/R4B.PHL/2012/TRa-397","LC018609","2012","Canis lupus familiaris","IV-B","Romblon",NA,NA,"IV-B, Romblon","rabv-glue",2012-01-01,2012
"RV/R4B.PHL/2012/TRa-400","LC018610","2012","Canis lupus familiaris","IV-B","Romblon",NA,NA,"IV-B, Romblon","rabv-glue",2012-01-01,2012
"RV/R4B.PHL/2012/TRa-402","LC018611","2012","Canis lupus familiaris","IV-B","Romblon",NA,NA,"IV-B, Romblon","rabv-glue",2012-01-01,2012
"RV/R3.PHL/2013/TRa-441","LC018612","2013","Canis lupus familiaris","III","Pampanga",NA,NA,"III, Pampanga","rabv-glue",2013-01-01,2013
"RV/R3.PHL/2013/TRa-442","LC018613","2013","Canis lupus familiaris","III","Bulacan",NA,NA,"III, Bulacan","rabv-glue",2013-01-01,2013
"RV/R3.PHL/2013/TRa-443","LC018614","2013","Canis lupus familiaris","III","Bulacan",NA,NA,"III, Bulacan","rabv-glue",2013-01-01,2013
"RV/R3.PHL/2013/TRa-444","LC018615","2013","Canis lupus familiaris","III","Bulacan",NA,NA,"III, Bulacan","rabv-glue",2013-01-01,2013
"RV/R3.PHL/2013/TRa-445","LC018616","2013","Canis lupus familiaris","III","Bulacan",NA,NA,"III, Bulacan","rabv-glue",2013-01-01,2013
"RV/R3.PHL/2013/TRa-447","LC018617","2013","Canis lupus familiaris","III","Bulacan",NA,NA,"III, Bulacan","rabv-glue",2013-01-01,2013
"RV/R3.PHL/2013/TRa-449","LC018618","2013","Canis lupus familiaris","III","Bulacan",NA,NA,"III, Bulacan","rabv-glue",2013-01-01,2013
"RV/R3.PHL/2013/TRa-450","LC018619","2013","Canis lupus familiaris","III","Bulacan",NA,NA,"III, Bulacan","rabv-glue",2013-01-01,2013
"RV/R3.PHL/2013/TRa-451","LC018620","2013","Canis lupus familiaris","III","Bulacan",NA,NA,"III, Bulacan","rabv-glue",2013-01-01,2013
"RV/R3.PHL/2013/TRa-452","LC018621","2013","Canis lupus familiaris","III","Bulacan",NA,NA,"III, Bulacan","rabv-glue",2013-01-01,2013
"RV/R3.PHL/2013/TRa-453","LC018622","2013","Canis lupus familiaris","III","Pampanga",NA,NA,"III, Pampanga","rabv-glue",2013-01-01,2013
"RV/R3.PHL/2013/TRa-454","LC018623","2013","Canis lupus familiaris","III","Bulacan",NA,NA,"III, Bulacan","rabv-glue",2013-01-01,2013
"RV/R3.PHL/2013/TRa-455","LC018624","2013","Canis lupus familiaris","III","Bulacan",NA,NA,"III, Bulacan","rabv-glue",2013-01-01,2013
"RV/R3.PHL/2013/TRa-456","LC018625","2013","Canis lupus familiaris","III","Bulacan",NA,NA,"III, Bulacan","rabv-glue",2013-01-01,2013
"RV/R3.PHL/2013/TRa-457","LC018626","2013","Canis lupus familiaris","III","Pampanga",NA,NA,"III, Pampanga","rabv-glue",2013-01-01,2013
"RV/R3.PHL/2013/TRa-459","LC018627","2013","Canis lupus familiaris","III","Pampanga",NA,NA,"III, Pampanga","rabv-glue",2013-01-01,2013
"RV/R3.PHL/2013/TRa-461","LC018628","2013","Canis lupus familiaris","III","Pampanga",NA,NA,"III, Pampanga","rabv-glue",2013-01-01,2013
"RV/R3.PHL/2013/TRa-463","LC018629","2013","Canis lupus familiaris","III","Pampanga",NA,NA,"III, Pampanga","rabv-glue",2013-01-01,2013
"RV/R3.PHL/2013/TRa-464","LC018630","2013","Canis lupus familiaris","III","Bulacan",NA,NA,"III, Bulacan","rabv-glue",2013-01-01,2013
"RV/R4A.PHL/2013/TRa-485","LC068916","2013","Canis lupus familiaris","Region IV","Batangas",NA,NA,"Region IV, Batangas","rabv-glue",2013-01-01,2013
"RV/R3.PHL/2013/TRa-509","LC068917","2013","Canis lupus familiaris","Region III","Bulacan",NA,NA,"Region III, Bulacan","rabv-glue",2013-01-01,2013
"RV/CAR.PHL/2013/TRa-510","LC068918","2013","Canis lupus familiaris","Cordillera Administrative Region (CAR)","Ifugao",NA,NA,"Cordillera Administrative Region (CAR), Ifugao","rabv-glue",2013-01-01,2013
"RV/R3.PHL/2013/TRa-533","LC068919","2013","Canis lupus familiaris","Region III","Pampanga",NA,NA,"Region III, Pampanga","rabv-glue",2013-01-01,2013
"RV/R3.PHL/2013/TRa-534","LC068920","2013","Canis lupus familiaris","Region III","Pampanga",NA,NA,"Region III, Pampanga","rabv-glue",2013-01-01,2013
"RV/R3.PHL/2013/TRa-535","LC068921","2013","Canis lupus familiaris","Region III","Bulacan",NA,NA,"Region III, Bulacan","rabv-glue",2013-01-01,2013
"RV/R3.PHL/2013/TRa-536","LC068922","2013","Canis lupus familiaris","Region III","Bulacan",NA,NA,"Region III, Bulacan","rabv-glue",2013-01-01,2013
"RV/R3.PHL/2013/TRa-537","LC068923","2013","Canis lupus familiaris","Region III","Bulacan",NA,NA,"Region III, Bulacan","rabv-glue",2013-01-01,2013
"RV/R3.PHL/2013/TRa-538","LC068924","2013","Canis lupus familiaris","Region III","Bulacan",NA,NA,"Region III, Bulacan","rabv-glue",2013-01-01,2013
"RV/R3.PHL/2013/TRa-540","LC068925","2013","Canis lupus familiaris","Region III","Pampanga",NA,NA,"Region III, Pampanga","rabv-glue",2013-01-01,2013
"RV/R3.PHL/2013/TRa-541","LC068926","2013","Canis lupus familiaris","Region III","Nueva Ecija",NA,NA,"Region III, Nueva Ecija","rabv-glue",2013-01-01,2013
"RV/R3.PHL/2013/TRa-542","LC068927","2013","Canis lupus familiaris","Region III","Pampanga",NA,NA,"Region III, Pampanga","rabv-glue",2013-01-01,2013
"RV/R3.PHL/2013/TRa-543","LC068928","2013","Canis lupus familiaris","Region III","Pampanga",NA,NA,"Region III, Pampanga","rabv-glue",2013-01-01,2013
"RV/R3.PHL/2013/TRa-544","LC068929","2013","Felis catus","Region III","Pampanga",NA,NA,"Region III, Pampanga","rabv-glue",2013-01-01,2013
"RV/R3.PHL/2013/TRa-545","LC068930","2013","Canis lupus familiaris","Region III","Pampanga",NA,NA,"Region III, Pampanga","rabv-glue",2013-01-01,2013
"RV/R3.PHL/2013/TRa-547","LC068931","2013","Canis lupus familiaris","Region III","Bulacan",NA,NA,"Region III, Bulacan","rabv-glue",2013-01-01,2013
"RV/R3.PHL/2013/TRa-548","LC068932","2013","Canis lupus familiaris","Region I","Bulacan",NA,NA,"Region I, Bulacan","rabv-glue",2013-01-01,2013
"RV/R3.PHL/2013/TRa-549","LC068933","2013","Canis lupus familiaris","Region III","Pampanga",NA,NA,"Region III, Pampanga","rabv-glue",2013-01-01,2013
"RV/R3.PHL/2013/TRa-550","LC068934","2013","Canis lupus familiaris","Region III","Pampanga",NA,NA,"Region III, Pampanga","rabv-glue",2013-01-01,2013
"RV/R3.PHL/2013/TRa-551","LC068935","2013","Canis lupus familiaris","Region III","Pampanga",NA,NA,"Region III, Pampanga","rabv-glue",2013-01-01,2013
"RV/R3.PHL/2013/TRa-552","LC068936","2013","Canis lupus familiaris","Region III","Pampanga",NA,NA,"Region III, Pampanga","rabv-glue",2013-01-01,2013
"RV/R3.PHL/2013/TRa-554","LC068937","2013","Canis lupus familiaris","Region III","Bulacan",NA,NA,"Region III, Bulacan","rabv-glue",2013-01-01,2013
"RV/R3.PHL/2013/TRa-556","LC068938","2013","Canis lupus familiaris","Region III","Bulacan",NA,NA,"Region III, Bulacan","rabv-glue",2013-01-01,2013
"RV/R3.PHL/2013/TRa-557","LC068939","2013","Canis lupus familiaris","Region III","Bulacan",NA,NA,"Region III, Bulacan","rabv-glue",2013-01-01,2013
"RV/R1.PHL/2013/TRa-569","LC068940","2013","Canis lupus familiaris","Region I","Ilocos Sur",NA,NA,"Region I, Ilocos Sur","rabv-glue",2013-01-01,2013
"RV/CAR.PHL/2013/TRa-571","LC068941","2013","Canis lupus familiaris","Cordillera Administrative Region (CAR)","Mountain Province",NA,NA,"Cordillera Administrative Region (CAR), Mountain Province","rabv-glue",2013-01-01,2013
"RV/R1.PHL/2013/TRa-572","LC068942","2013","Canis lupus familiaris","Region I","La Union",NA,NA,"Region I, La Union","rabv-glue",2013-01-01,2013
"RV/R1.PHL/2013/TRa-573","LC068943","2013","Canis lupus familiaris","Region I","La Union",NA,NA,"Region I, La Union","rabv-glue",2013-01-01,2013
"RV/R3.PHL/2013/TRa-581","LC068944","2013","Canis lupus familiaris","Region III","Tarlac",NA,NA,"Region III, Tarlac","rabv-glue",2013-01-01,2013
"RV/R3.PHL/2013/TRa-582","LC068945","2013","Canis lupus familiaris","Region III","Pampanga",NA,NA,"Region III, Pampanga","rabv-glue",2013-01-01,2013
"RV/R3.PHL/2013/TRa-583","LC068946","2013","Canis lupus familiaris","Region III","Pampanga",NA,NA,"Region III, Pampanga","rabv-glue",2013-01-01,2013
"RV/R3.PHL/2013/TRa-584","LC068947","2013","Canis lupus familiaris","Region III","Nueva Ecija",NA,NA,"Region III, Nueva Ecija","rabv-glue",2013-01-01,2013
"RV/R3.PHL/2013/TRa-586","LC068948","2013","Canis lupus familiaris","Region III","Pampanga",NA,NA,"Region III, Pampanga","rabv-glue",2013-01-01,2013
"RV/R3.PHL/2013/TRa-587","LC068949","2013","Canis lupus familiaris","Region III","Pampanga",NA,NA,"Region III, Pampanga","rabv-glue",2013-01-01,2013
"RV/R3.PHL/2013/TRa-588","LC068950","2013","Canis lupus familiaris","Region III","Pampanga",NA,NA,"Region III, Pampanga","rabv-glue",2013-01-01,2013
"RV/R3.PHL/2013/TRa-589","LC068951","2013","Canis lupus familiaris","Region III","Pampanga",NA,NA,"Region III, Pampanga","rabv-glue",2013-01-01,2013
"140","LC550018","2019","Canis lupus familiaris","Region III","Zambales",NA,NA,"Region III, Zambales","rabv-glue",2019-01-01,2019
"132","LC550019","2019","Canis lupus familiaris","Region III","Bulacan",NA,NA,"Region III, Bulacan","rabv-glue",2019-01-01,2019
"131","LC550020","2019","Canis lupus familiaris","Region III","Bulacan",NA,NA,"Region III, Bulacan","rabv-glue",2019-01-01,2019
"130","LC550021","2019","Canis lupus familiaris","Region III","Bulacan",NA,NA,"Region III, Bulacan","rabv-glue",2019-01-01,2019
"121","LC550022","2019","Canis lupus familiaris","Region III","Bulacan",NA,NA,"Region III, Bulacan","rabv-glue",2019-01-01,2019
"120","LC550023","2019","Canis lupus familiaris","Region III","Nueva Ecija",NA,NA,"Region III, Nueva Ecija","rabv-glue",2019-01-01,2019
"93","LC550024","2019","Canis lupus familiaris","Region III","Pampanga",NA,NA,"Region III, Pampanga","rabv-glue",2019-01-01,2019
"87","LC550025","2019","Canis lupus familiaris","Region III","Pampanga",NA,NA,"Region III, Pampanga","rabv-glue",2019-01-01,2019
"66","LC550026","2019","Canis lupus familiaris","Region III","Pampanga",NA,NA,"Region III, Pampanga","rabv-glue",2019-01-01,2019
"55","LC550027","2019","Canis lupus familiaris","Region III","Pampanga",NA,NA,"Region III, Pampanga","rabv-glue",2019-01-01,2019
"Z-13-002","MN726836","2013","Canis lupus familiaris","-",NA,NA,NA,"-","rabv-glue",2013-01-01,2013
"Z-13-009","MN726837","2013","Canis lupus familiaris","-",NA,NA,NA,"-","rabv-glue",2013-01-01,2013
"Z-13-094","MN726838","2013","Canis lupus familiaris","-",NA,NA,NA,"-","rabv-glue",2013-01-01,2013
"Z-15-116","MN726839","2015","Canis lupus familiaris","-",NA,NA,NA,"-","rabv-glue",2015-01-01,2015
"Z-15-148","MN726840","2015","Canis lupus familiaris","-",NA,NA,NA,"-","rabv-glue",2015-01-01,2015
"Z-14-146","MN726841","2014","Canis lupus familiaris","-",NA,NA,NA,"-","rabv-glue",2014-01-01,2014
"REGION_5_2019-13","MN726842","2019","Canis lupus familiaris","-",NA,NA,NA,"-","rabv-glue",2019-01-01,2019
"Z-12-088","MN726843","2012","Canis lupus familiaris","-",NA,NA,NA,"-","rabv-glue",2012-01-01,2012
"Z-14-033","MN726844","2014","Canis lupus familiaris","-",NA,NA,NA,"-","rabv-glue",2014-01-01,2014
"Z-12-001","MN726845","2012","Canis lupus familiaris","-",NA,NA,NA,"-","rabv-glue",2012-01-01,2012
"Z-15-001","MN726846","2015","Canis lupus familiaris","-",NA,NA,NA,"-","rabv-glue",2015-01-01,2015
"Z-16-210","MN726847","2017","Canis lupus familiaris","-",NA,NA,NA,"-","rabv-glue",2017-01-01,2017
"Z-16-013","MN726848","2016","Canis lupus familiaris","-",NA,NA,NA,"-","rabv-glue",2016-01-01,2016
"Z-15-119","MN726849","2015","Canis lupus familiaris","-",NA,NA,NA,"-","rabv-glue",2015-01-01,2015
"RADDL3-1038","MN726850","2015","Canis lupus familiaris","-",NA,NA,NA,"-","rabv-glue",2015-01-01,2015
"Z14-142","MN726851","2014","Canis lupus familiaris","-",NA,NA,NA,"-","rabv-glue",2014-01-01,2014
"REGION_5_2018-50","MN726852","2018","Canis lupus familiaris","-",NA,NA,NA,"-","rabv-glue",2018-01-01,2018
"Z-12-149","MN726853","2012","Canis lupus familiaris","-",NA,NA,NA,"-","rabv-glue",2012-01-01,2012
"Z15-185","MN726854","2015","Canis lupus familiaris","-",NA,NA,NA,"-","rabv-glue",2015-01-01,2015
"Z-16-159","MN726855","2016","Canis lupus familiaris","-",NA,NA,NA,"-","rabv-glue",2016-01-01,2016
"Z-12-118","MN726856","2012","Canis lupus familiaris","-",NA,NA,NA,"-","rabv-glue",2012-01-01,2012
"RADDL1-16-154","MN726857","2016","Canis lupus familiaris","-",NA,NA,NA,"-","rabv-glue",2016-01-01,2016
"Z-16-186","MN726858","2016","Canis lupus familiaris","-",NA,NA,NA,"-","rabv-glue",2016-01-01,2016
"RADDL3-15-172","MN726859","2015","Canis lupus familiaris","-",NA,NA,NA,"-","rabv-glue",2015-01-01,2015
"REGION_5_2018-100","MN726860","2018","Canis lupus familiaris","-",NA,NA,NA,"-","rabv-glue",2018-01-01,2018
"Z-15-019","MN726861","2015","Canis lupus familiaris","-",NA,NA,NA,"-","rabv-glue",2015-01-01,2015
"Z-13-032","MN726862","2013","Canis lupus familiaris","-",NA,NA,NA,"-","rabv-glue",2013-01-01,2013
"RADDL3-1045","MN726863","2015","Canis lupus familiaris","-",NA,NA,NA,"-","rabv-glue",2015-01-01,2015
"RADDL3-845","MN726864","2016","Canis lupus familiaris","-",NA,NA,NA,"-","rabv-glue",2016-01-01,2016
"Z-14-136","MN726865","2014","Canis lupus familiaris","-",NA,NA,NA,"-","rabv-glue",2014-01-01,2014
"Z-14-138","MN726866","2014","Canis lupus familiaris","-",NA,NA,NA,"-","rabv-glue",2014-01-01,2014
"Z12-012","MN726867","2012","Canis lupus familiaris","-",NA,NA,NA,"-","rabv-glue",2012-01-01,2012
"Z-16-082","MN726868","2016","Canis lupus familiaris","-",NA,NA,NA,"-","rabv-glue",2016-01-01,2016
"Z-13-096","MN726869","2013","Felis catus","-",NA,NA,NA,"-","rabv-glue",2013-01-01,2013
"Z-14-149","MN726870","2014","Canis lupus familiaris","-",NA,NA,NA,"-","rabv-glue",2014-01-01,2014
"Z-13-071","MN726871","2013","Canis lupus familiaris","-",NA,NA,NA,"-","rabv-glue",2013-01-01,2013
"Z-16-209","MN726872","2017","Canis lupus familiaris","-",NA,NA,NA,"-","rabv-glue",2017-01-01,2017
"Z14-152","MN726873","2014","Canis lupus familiaris","-",NA,NA,NA,"-","rabv-glue",2014-01-01,2014
"Z-12-134","MN726874","2012","Canis lupus familiaris","-",NA,NA,NA,"-","rabv-glue",2012-01-01,2012
"REGION_5_2018-311","MN726875","2018","Canis lupus familiaris","-",NA,NA,NA,"-","rabv-glue",2018-01-01,2018
"REGION_5_2018-304","MN726876","2018","Canis lupus familiaris","-",NA,NA,NA,"-","rabv-glue",2018-01-01,2018
"RADDL5-005","MN726877","2015","Canis lupus familiaris","-",NA,NA,NA,"-","rabv-glue",2015-01-01,2015
"Z-13-066","MN726878","2018","Canis lupus familiaris","-",NA,NA,NA,"-","rabv-glue",2018-01-01,2018
"Z-12-212","MN726879","2012","Canis lupus familiaris","-",NA,NA,NA,"-","rabv-glue",2012-01-01,2012
"REGION_5_2019-1","MN726880","2019","Canis lupus familiaris","-",NA,NA,NA,"-","rabv-glue",2019-01-01,2019
"Z-15-130","MN726881","2015","Canis lupus familiaris","-",NA,NA,NA,"-","rabv-glue",2015-01-01,2015
"Z-16-211","MN726882","2019","Canis lupus familiaris","-",NA,NA,NA,"-","rabv-glue",2019-01-01,2019
"BAI/BAINCR/2019-01/can","MN857167","2019","Canis familiaris","Caloocan City",NA,NA,NA,"Caloocan City","rabv-glue",2019-01-01,2019
"BAI/BAINCR/2019-02/can","MN857168","2019","Canis familiaris","Quezon City",NA,NA,NA,"Quezon City","rabv-glue",2019-01-01,2019
"BAI/BAINCR/2019-03/can","MN857169","2019","Canis familiaris","Pasay City",NA,NA,NA,"Pasay City","rabv-glue",2019-01-01,2019
"BAI/BAI4A/2019-01/can","MN857170","2019","Canis familiaris","Angono","Rizal",NA,NA,"Angono, Rizal","rabv-glue",2019-01-01,2019
"BAI/BAI3/2019-01/fel","MN857171","2019","feline","San Miguel","Bulacan",NA,NA,"San Miguel, Bulacan","rabv-glue",2019-01-01,2019
